0,0,7,-6,8,-16,-1,-24,-9,-27,9,-28,11,-41,12,-50,12,-57,1,-29,-1,-43,-2,-51,-4,-59,-6,-27,-8,-40,-10,-49,-11,-56,-12,-23,-14,-29,-12,-26,-10,-23,12,
0,0,-7,-5,-11,-16,-4,-24,4,-29,-13,-29,-15,-42,-16,-50,-16,-57,-6,-31,-6,-45,-5,-54,-5,-62,1,-29,2,-42,3,-51,3,-58,6,-25,5,-30,3,-27,2,-23,13,
0,0,12,-6,21,-18,27,-28,32,-35,9,-32,12,-44,12,-52,12,-60,1,-31,-2,-45,-3,-54,-5,-62,-7,-27,-6,-33,-1,-23,1,-16,-14,-21,-11,-24,-6,-18,-4,-13,6,
0,0,-11,-6,-20,-18,-24,-29,-28,-37,-8,-31,-11,-44,-12,-52,-12,-59,0,-30,1,-44,1,-53,2,-60,7,-27,2,-29,-1,-20,-1,-15,13,-22,8,-23,4,-17,4,-13,7,
0,0,10,-6,13,-18,6,-27,-5,-31,11,-40,13,-57,14,-68,13,-78,1,-41,-1,-51,0,-40,0,-31,-9,-39,-14,-52,-17,-60,-20,-69,-18,-34,-26,-46,-31,-53,-36,-61,16,
0,0,-11,-4,-17,-14,-9,-21,3,-25,-15,-37,-16,-51,-15,-60,-13,-67,-5,-39,-6,-46,-4,-34,-2,-25,5,-38,7,-51,11,-58,13,-67,14,-36,20,-48,26,-54,30,-62,17,
0,0,9,-6,10,-16,4,-24,-3,-27,8,-29,11,-42,11,-50,11,-57,0,-29,-2,-42,-3,-51,-5,-59,-7,-27,-8,-34,-4,-28,-3,-23,-13,-23,-20,-31,-24,-37,-28,-42,14,
0,0,-9,-2,-14,-10,-12,-18,-6,-23,-13,-26,-16,-39,-17,-47,-18,-54,-6,-28,-5,-42,-4,-51,-4,-59,1,-27,1,-33,-4,-26,-7,-20,8,-24,13,-32,17,-37,20,-42,15,
0,0,8,-6,12,-17,9,-25,2,-28,8,-29,9,-40,10,-49,9,-56,1,-29,1,-39,2,-35,2,-29,-7,-27,-10,-39,-12,-47,-13,-53,-13,-24,-21,-32,-25,-36,-29,-40,16,
0,0,-9,-6,-13,-18,-8,-26,0,-29,-7,-31,-7,-43,-6,-51,-5,-58,0,-31,0,-40,-2,-37,-2,-32,7,-29,9,-40,9,-48,10,-55,14,-25,21,-33,25,-38,29,-43,17,
0,0,11,-2,13,-11,3,-18,-7,-24,16,-35,20,-53,22,-65,22,-75,4,-38,2,-56,0,-69,-2,-81,-5,-36,-10,-42,-9,-31,-9,-23,-13,-32,-19,-45,-23,-54,-26,-63,14,
0,0,-9,-1,-13,-8,-3,-14,7,-20,-16,-34,-20,-51,-21,-61,-22,-71,-6,-37,-4,-54,-1,-67,1,-78,3,-35,9,-38,7,-26,4,-18,13,-31,19,-44,23,-52,27,-60,15,
0,0,8,-7,10,-18,0,-24,-8,-24,10,-28,12,-40,13,-48,13,-55,1,-29,0,-42,-1,-51,-3,-59,-6,-27,-9,-40,-11,-49,-14,-55,-12,-22,-19,-30,-24,-35,-28,-39,8,
0,0,-9,-7,-12,-17,-4,-24,4,-26,-13,-30,-17,-41,-18,-49,-18,-56,-5,-32,-5,-45,-5,-54,-4,-61,2,-30,4,-43,4,-52,5,-58,9,-26,15,-34,20,-39,23,-43,9,
0,0,6,-7,6,-17,-4,-22,-13,-24,5,-31,6,-44,5,-53,4,-60,-3,-31,-7,-44,-9,-53,-12,-60,-10,-28,-14,-41,-16,-49,-18,-56,-15,-22,-18,-28,-17,-27,-15,-25,12,
0,0,-5,-6,-6,-14,3,-20,11,-25,-6,-32,-5,-45,-4,-53,-2,-60,1,-32,5,-46,8,-55,10,-62,7,-29,12,-41,15,-48,17,-54,12,-24,16,-29,18,-29,18,-28,13,
0,0,13,-7,22,-19,27,-30,32,-39,9,-37,11,-52,11,-61,10,-70,-2,-38,-5,-54,-7,-65,-10,-73,-11,-35,-17,-49,-21,-59,-24,-67,-18,-28,-27,-38,-33,-44,-38,-51,10,
0,0,-15,-5,-24,-17,-29,-28,-34,-37,-12,-34,-16,-49,-17,-59,-17,-67,-3,-36,-2,-52,-2,-63,-1,-72,6,-34,8,-50,9,-60,9,-69,14,-30,20,-41,24,-48,27,-54,11,
0,0,9,-2,18,-12,14,-20,4,-25,13,-37,12,-54,10,-65,8,-75,3,-39,2,-35,4,-22,6,-19,-7,-36,-7,-27,-3,-18,0,-19,-16,-31,-14,-22,-10,-14,-8,-15,2,
